rot (deg),freq (GHz),abs(emw.S11)^2 (1)
80,3.93877551,0.91135618
80,3.959183673,0.917553132
80,3.979591837,0.923289638
80,4,0.928941865
90,3,0.961088062
90,3.020408163,0.957922119
90,3.040816327,0.954699853
90,3.06122449,0.951253148
90,3.081632653,0.947395186
90,3.102040816,0.94292058
90,3.12244898,0.937606773
90,3.142857143,0.930881123
90,3.163265306,0.92403516
90,3.183673469,0.916716841
90,3.204081633,0.908354083
90,3.224489796,0.89829064
90,3.244897959,0.885788569
90,3.265306122,0.868386548
90,3.285714286,0.850419086
90,3.306122449,0.831454298
90,3.326530612,0.809411468
90,3.346938776,0.78178434
90,3.367346939,0.745847572
90,3.387755102,0.693255149
90,3.408163265,0.636632805
90,3.428571429,0.580677759
90,3.448979592,0.521637079
90,3.469387755,0.455160323
90,3.489795918,0.383216288
90,3.510204082,0.32082542
90,3.530612245,0.288478083
90,3.551020408,0.288242036
90,3.571428571,0.322198591
90,3.591836735,0.377764569
90,3.612244898,0.44433571
90,3.632653061,0.517785568
90,3.653061224,0.582326045
90,3.673469388,0.638497591
90,3.693877551,0.689616463
90,3.714285714,0.730572066
90,3.734693878,0.76422918
90,3.755102041,0.793767726
90,3.775510204,0.817505236
90,3.795918367,0.837046605
90,3.816326531,0.854202897
90,3.836734694,0.868309596
90,3.857142857,0.880089703
90,3.87755102,0.890508808
90,3.897959184,0.899280804
90,3.918367347,0.906714367
90,3.93877551,0.913336209
90,3.959183673,0.91902223
90,3.979591837,0.923898451
90,4,0.928264338
100,3,0.970758088
100,3.020408163,0.968535386
100,3.040816327,0.966272347
100,3.06122449,0.963853443
100,3.081632653,0.961150347
100,3.102040816,0.958021945
100,3.12244898,0.95431505
100,3.142857143,0.949635635
100,3.163265306,0.944877527
100,3.183673469,0.939793131
100,3.204081633,0.933987934
100,3.224489796,0.927014714
100,3.244897959,0.918373229
100,3.265306122,0.90608821
100,3.285714286,0.8936433
100,3.306122449,0.880672935
100,3.326530612,0.865592956
100,3.346938776,0.846625622
100,3.367346939,0.82193289
100,3.387755102,0.790882353
100,3.408163265,0.756585016
100,3.428571429,0.715792223
100,3.448979592,0.66547376
100,3.469387755,0.615368536
100,3.489795918,0.564463893
100,3.510204082,0.516380351
100,3.530612245,0.487448684
100,3.551020408,0.481215221
100,3.571428571,0.499334752
100,3.591836735,0.533594291
100,3.612244898,0.577964113
100,3.632653061,0.631620676
100,3.653061224,0.67817665
100,3.673469388,0.719134129
100,3.693877551,0.757294619
100,3.714285714,0.787800944
100,3.734693878,0.812936442
100,3.755102041,0.835167766
100,3.775510204,0.852987439
100,3.795918367,0.867652522
100,3.816326531,0.88054631
100,3.836734694,0.891121547
100,3.857142857,0.89993533
100,3.87755102,0.907719356
100,3.897959184,0.9142506
100,3.918367347,0.919764828
100,3.93877551,0.92465991
100,3.959183673,0.928841608
100,3.979591837,0.932405962
100,4,0.935578929
110,3,0.979232523
110,3.020408163,0.977823876
110,3.040816327,0.976390402
110,3.06122449,0.974860275
110,3.081632653,0.973152586
110,3.102040816,0.971177432
110,3.12244898,0.968836414
110,3.142857143,0.965880269
110,3.163265306,0.962874507
110,3.183673469,0.959659877
110,3.204081633,0.95598317
110,3.224489796,0.951555882
110,3.244897959,0.94605228
110,3.265306122,0.937885958
110,3.285714286,0.929829445
110,3.306122449,0.921597532
110,3.326530612,0.912003427
110,3.346938776,0.899813131
110,3.367346939,0.883858068
110,3.387755102,0.86374723
110,3.408163265,0.841689984
110,3.428571429,0.815684965
110,3.448979592,0.786606456
110,3.469387755,0.755313067
110,3.489795918,0.725804677
110,3.510204082,0.701658023
110,3.530612245,0.690998596
110,3.551020408,0.695121416
110,3.571428571,0.713348817
110,3.591836735,0.738836205
110,3.612244898,0.768151573
110,3.632653061,0.794522766
110,3.653061224,0.819755345
110,3.673469388,0.841403003
110,3.693877551,0.861113912
110,3.714285714,0.876804604
110,3.734693878,0.889665022
110,3.755102041,0.901016417
110,3.775510204,0.91008823
110,3.795918367,0.917541219
110,3.816326531,0.924077421
110,3.836734694,0.929421324
110,3.857142857,0.933856789
110,3.87755102,0.937750633
110,3.897959184,0.940993885
110,3.918367347,0.943705037
110,3.93877551,0.946085037
110,3.959183673,0.948087976
110,3.979591837,0.949762141
110,4,0.951223099
120,3,0.986470893
120,3.020408163,0.985803157
120,3.040816327,0.985126785
120,3.06122449,0.984411796
120,3.081632653,0.983624482
120,3.102040816,0.982727681
120,3.12244898,0.98168117
120,3.142857143,0.980406639
120,3.163265306,0.979098075
120,3.183673469,0.977696573
120,3.204081633,0.976107881
120,3.224489796,0.974220998
120,3.244897959,0.971906797
120,3.265306122,0.968431746
120,3.285714286,0.96508551
120,3.306122449,0.961728498
120,3.326530612,0.957836141
120,3.346938776,0.952904361
120,3.367346939,0.946489843
120,3.387755102,0.938685089
120,3.408163265,0.9296229
120,3.428571429,0.919124916
120,3.448979592,0.907697808
120,3.469387755,0.895436759
120,3.489795918,0.883428732
120,3.510204082,0.873262505
120,3.530612245,0.868570942
120,3.551020408,0.869942241
120,3.571428571,0.876990995
120,3.591836735,0.886333865
120,3.612244898,0.896916779
120,3.632653061,0.907631207
120,3.653061224,0.917238184
120,3.673469388,0.925450581
120,3.693877551,0.93299783
120,3.714285714,0.938935417
120,3.734693878,0.943762496
120,3.755102041,0.948062197
120,3.775510204,0.951501098
120,3.795918367,0.954117963
120,3.816326531,0.956153341
120,3.836734694,0.9578399
120,3.857142857,0.95939874
120,3.87755102,0.960972607
120,3.897959184,0.962007516
120,3.918367347,0.962774529
120,3.93877551,0.963343384
120,3.959183673,0.963777358
120,3.979591837,0.964133105
120,4,0.964460654
130,3,0.990450176
130,3.020408163,0.990203023
130,3.040816327,0.989954057
130,3.06122449,0.989697943
130,3.081632653,0.989429176
130,3.102040816,0.989142113
130,3.12244898,0.988831049
130,3.142857143,0.988488311
130,3.163265306,0.988138163
130,3.183673469,0.987773582
130,3.204081633,0.987382487
130,3.224489796,0.986950071
130,3.244897959,0.986458978
130,3.265306122,0.985823063
130,3.285714286,0.9852071
130,3.306122449,0.984584265
130,3.326530612,0.983887511
130,3.346938776,0.983057535
130,3.367346939,0.982042477
130,3.387755102,0.980814985
130,3.408163265,0.979511228
130,3.428571429,0.9780182
130,3.448979592,0.976608962
130,3.469387755,0.974789725
130,3.489795918,0.973023521
130,3.510204082,0.971477712
130,3.530612245,0.970629119
130,3.551020408,0.970551892
130,3.571428571,0.971199496
130,3.591836735,0.972092382
130,3.612244898,0.973108629
130,3.632653061,0.973744699
130,3.653061224,0.97449965
130,3.673469388,0.975087
130,3.693877551,0.975581826
130,3.714285714,0.975890045
130,3.734693878,0.9760654
130,3.755102041,0.976167672
130,3.775510204,0.976166278
130,3.795918367,0.976066826
130,3.816326531,0.975894891
130,3.836734694,0.975672644
130,3.857142857,0.975419221
130,3.87755102,0.975146478
130,3.897959184,0.974815867
130,3.918367347,0.97444774
130,3.93877551,0.974048761
130,3.959183673,0.973624922
130,3.979591837,0.973181466
130,4,0.972722861
140,3,0.990377731
140,3.020408163,0.990127019
140,3.040816327,0.989875136
140,3.06122449,0.98961629
140,3.081632653,0.989344663
140,3.102040816,0.989054453
140,3.12244898,0.988739938
140,3.142857143,0.988375339
140,3.163265306,0.988018868
140,3.183673469,0.987656793
140,3.204081633,0.987269185
140,3.224489796,0.986836791
140,3.244897959,0.98634128
140,3.265306122,0.985592981
140,3.285714286,0.984947762
140,3.306122449,0.984362926
140,3.326530612,0.983715548
140,3.346938776,0.982912109
140,3.367346939,0.981888068
140,3.387755102,0.980695356
140,3.408163265,0.979373688
140,3.428571429,0.977847309
140,3.448979592,0.976770999
140,3.469387755,0.974751412
140,3.489795918,0.972819037
140,3.510204082,0.971291147
140,3.530612245,0.970433328
140,3.551020408,0.970494159
140,3.571428571,0.971266336
140,3.591836735,0.972349152
140,3.612244898,0.973590542
140,3.632653061,0.973903657
140,3.653061224,0.974665084
140,3.673469388,0.97524664
140,3.693877551,0.975675677
140,3.714285714,0.975959472
140,3.734693878,0.976105202
140,3.755102041,0.976201182
140,3.775510204,0.976184309
140,3.795918367,0.976058005
140,3.816326531,0.975851858
140,3.836734694,0.975600589
140,3.857142857,0.975343821
140,3.87755102,0.975109803
140,3.897959184,0.974771521
140,3.918367347,0.974395249
140,3.93877551,0.973987757
140,3.959183673,0.973556077
140,3.979591837,0.973107416
140,4,0.972649089
150,3,0.986342271
150,3.020408163,0.984822014
150,3.040816327,0.983610886
150,3.06122449,0.982645273
150,3.081632653,0.981855791
150,3.102040816,0.981167183
150,3.12244898,0.980498555
150,3.142857143,0.97976399
150,3.163265306,0.978873564
150,3.183673469,0.977734761
150,3.204081633,0.976254259
150,3.224489796,0.974339994
150,3.244897959,0.971903374
150,3.265306122,0.969112148
150,3.285714286,0.966112453
150,3.306122449,0.962494341
150,3.326530612,0.957872732
150,3.346938776,0.952828515
150,3.367346939,0.946663758
150,3.387755102,0.93864619
150,3.408163265,0.930085511
150,3.428571429,0.919931766
150,3.448979592,0.909108684
150,3.469387755,0.896906503
150,3.489795918,0.884824028
150,3.510204082,0.874495247
150,3.530612245,0.869855914
150,3.551020408,0.87170382
150,3.571428571,0.879454466
150,3.591836735,0.889458402
150,3.612244898,0.899922408
150,3.632653061,0.909724293
150,3.653061224,0.919049922
150,3.673469388,0.926922318
150,3.693877551,0.934307831
150,3.714285714,0.940013605
150,3.734693878,0.944599009
150,3.755102041,0.94877284
150,3.775510204,0.951970768
150,3.795918367,0.954524271
150,3.816326531,0.956788781
150,3.836734694,0.958552204
150,3.857142857,0.959951072
150,3.87755102,0.961169618
150,3.897959184,0.962151488
150,3.918367347,0.962859795
150,3.93877551,0.96336719
150,3.959183673,0.963746268
150,3.979591837,0.96406838
150,4,0.964402645
160,3,0.979219885
160,3.020408163,0.976104777
160,3.040816327,0.973575752
160,3.06122449,0.97151478
160,3.081632653,0.969788984
160,3.102040816,0.968248927
160,3.12244898,0.966727597
160,3.142857143,0.965040312
160,3.163265306,0.962985711
160,3.183673469,0.960348048
160,3.204081633,0.956900877
160,3.224489796,0.95241217
160,3.244897959,0.946650761
160,3.265306122,0.940038641
160,3.285714286,0.932839306
160,3.306122449,0.92410933
160,3.326530612,0.912996991
160,3.346938776,0.900624818
160,3.367346939,0.885470446
160,3.387755102,0.865709129
160,3.408163265,0.844412303
160,3.428571429,0.819170247
160,3.448979592,0.786922585
160,3.469387755,0.758489694
160,3.489795918,0.730548132
160,3.510204082,0.705693641
160,3.530612245,0.694638184
160,3.551020408,0.698099228
160,3.571428571,0.715954437
160,3.591836735,0.739010821
160,3.612244898,0.764051561
160,3.632653061,0.795774273
160,3.653061224,0.820607425
160,3.673469388,0.841780308
160,3.693877551,0.861819537
160,3.714285714,0.877361032
160,3.734693878,0.890024728
160,3.755102041,0.901447399
160,3.775510204,0.910440107
160,3.795918367,0.917785049
160,3.816326531,0.924327009
160,3.836734694,0.929619756
160,3.857142857,0.933989761
160,3.87755102,0.937866765
160,3.897959184,0.941072945
160,3.918367347,0.943741055
160,3.93877551,0.946098815
160,3.959183673,0.948073281
160,3.979591837,0.949717056
160,4,0.951156778
170,3,0.970103731
170,3.020408163,0.96778106
170,3.040816327,0.965444543
170,3.06122449,0.962959374
170,3.081632653,0.960179769
170,3.102040816,0.956949901
170,3.12244898,0.953105669
170,3.142857143,0.948104326
170,3.163265306,0.943127746
170,3.183673469,0.937887444
170,3.204081633,0.931907846
170,3.224489796,0.92466155
170,3.244897959,0.915579873
170,3.265306122,0.902148968
170,3.285714286,0.888826382
170,3.306122449,0.875326076
170,3.326530612,0.859752239
170,3.346938776,0.839922871
170,3.367346939,0.813588638
170,3.387755102,0.780190884
170,3.408163265,0.744017794
170,3.428571429,0.701223747
170,3.448979592,0.649092208
170,3.469387755,0.598154292
170,3.489795918,0.548663061
170,3.510204082,0.505603741
170,3.530612245,0.484413118
170,3.551020408,0.486634038
170,3.571428571,0.513536509
170,3.591836735,0.553958373
170,3.612244898,0.600808021
170,3.632653061,0.652928142
170,3.653061224,0.697713314
170,3.673469388,0.736373723
170,3.693877551,0.772233728
170,3.714285714,0.800530583
170,3.734693878,0.82370756
170,3.755102041,0.84434835
170,3.775510204,0.860786041
170,3.795918367,0.874283069
170,3.816326531,0.886239149
170,3.836734694,0.896011219
170,3.857142857,0.904145218
170,3.87755102,0.911370378
170,3.897959184,0.917420433
170,3.918367347,0.922523017
170,3.93877551,0.927069429
170,3.959183673,0.930947789
170,3.979591837,0.934249662
170,4,0.93719438
180,3,0.96090951
180,3.020408163,0.957722752
180,3.040816327,0.954495733
180,3.06122449,0.951052428
180,3.081632653,0.94719965
180,3.102040816,0.942727895
180,3.12244898,0.937413585
180,3.142857143,0.930615716
180,3.163265306,0.923751977
180,3.183673469,0.9164611
180,3.204081633,0.908140673
180,3.224489796,0.89810275
180,3.244897959,0.88558507
180,3.265306122,0.868008105
180,3.285714286,0.849948132
180,3.306122449,0.831045936
180,3.326530612,0.809164099
180,3.346938776,0.781650811
180,3.367346939,0.745563625
180,3.387755102,0.69304167
180,3.408163265,0.636724627
180,3.428571429,0.580856677
180,3.448979592,0.521740794
180,3.469387755,0.455260402
180,3.489795918,0.383157607
180,3.510204082,0.321088571
180,3.530612245,0.289923252
180,3.551020408,0.290823944
180,3.571428571,0.326016129
180,3.591836735,0.382377985
180,3.612244898,0.449191831
180,3.632653061,0.522415751
180,3.653061224,0.586549024
180,3.673469388,0.6422016
180,3.693877551,0.692888666
180,3.714285714,0.733366849
180,3.734693878,0.766573073
180,3.755102041,0.795793101
180,3.775510204,0.819212232
180,3.795918367,0.838464722
180,3.816326531,0.855410817
180,3.836734694,0.869317112
180,3.857142857,0.880916539
180,3.87755102,0.891246539
180,3.897959184,0.900146763
180,3.918367347,0.907375821
180,3.93877551,0.913402382
180,3.959183673,0.918657871
180,3.979591837,0.923530699
180,4,0.928364671
190,3,0.952452391
190,3.020408163,0.948514783
190,3.040816327,0.944505666
190,3.06122449,0.940218938
190,3.081632653,0.935425577
190,3.102040816,0.929874253
190,3.12244898,0.923293959
190,3.142857143,0.915002923
190,3.163265306,0.906535951
190,3.183673469,0.89748488
190,3.204081633,0.887164016
190,3.224489796,0.87477157
190,3.244897959,0.859400681
190,3.265306122,0.838493044
190,3.285714286,0.816612653
190,3.306122449,0.793307677
190,3.326530612,0.766296058
190,3.346938776,0.732643542
190,3.367346939,0.688971767
190,3.387755102,0.627303872
190,3.408163265,0.560660404
190,3.428571429,0.493572282
190,3.448979592,0.422194088
190,3.469387755,0.342123197
190,3.489795918,0.25642402
190,3.510204082,0.183723663
190,3.530612245,0.147168596
190,3.551020408,0.149149735
190,3.571428571,0.191839012
190,3.591836735,0.260489739
190,3.612244898,0.342076857
190,3.632653061,0.431027365
190,3.653061224,0.509493371
190,3.673469388,0.577744539
190,3.693877551,0.63927598
190,3.714285714,0.688771727
190,3.734693878,0.729422742
190,3.755102041,0.764929937
190,3.775510204,0.793501914
190,3.795918367,0.817008384
190,3.816326531,0.837599262
190,3.836734694,0.854537708
190,3.857142857,0.86867947
190,3.87755102,0.881239736
190,3.897959184,0.89207769
190,3.918367347,0.900905685
190,3.93877551,0.908289463
190,3.959183673,0.914740111
190,3.979591837,0.920708132
190,4,0.926583609
200,3,0.945338178
200,3.020408163,0.940747126
200,3.040816327,0.936054806
200,3.06122449,0.931028329
200,3.081632653,0.925405519
